Date,Open,High,Low,Close,Adj Close,Volume
2021-10-25,27.450001,27.770000,27.000000,27.420000,27.420000,18876500
2021-10-26,27.000000,27.700001,26.860001,27.150000,27.150000,16005500
2021-10-27,27.260000,27.350000,25.139999,25.350000,25.350000,27063900
2021-10-28,24.660000,24.950001,23.110001,23.510000,23.510000,35490500
2021-10-29,23.680000,24.049999,23.129999,23.469999,23.469999,23416900
2021-11-01,24.000000,24.280001,23.120001,23.400000,23.400000,17117200
2021-11-03,23.100000,23.910000,22.420000,23.799999,23.799999,23608400
2021-11-04,23.799999,24.590000,23.250000,23.389999,23.389999,23158600
2021-11-05,24.000000,28.860001,24.000000,27.570000,27.570000,52314300
2021-11-08,27.500000,28.709999,26.959999,27.760000,27.760000,20917500
2021-11-09,27.879999,28.299999,26.150000,26.500000,26.500000,21135400
2021-11-10,26.540001,27.110001,25.230000,25.709999,25.709999,20442700
2021-11-11,25.900000,26.139999,25.230000,25.670000,25.670000,13888700
2021-11-12,24.920000,25.320000,23.910000,24.360001,24.360001,19649600
2021-11-16,24.370001,24.770000,23.309999,23.510000,23.510000,15984800
2021-11-17,23.510000,23.940001,22.680000,23.059999,23.059999,18684300
2021-11-18,22.990000,23.469999,21.950001,22.040001,22.040001,17412200
2021-11-19,21.340000,21.850000,20.740000,21.459999,21.459999,21127900
2021-11-22,21.600000,22.400000,21.219999,21.530001,21.530001,19762900
2021-11-23,21.780001,23.090000,21.400000,22.670000,22.670000,21328500
2021-11-24,22.500000,22.680000,21.670000,21.900000,21.900000,16136600
2021-11-25,22.059999,22.400000,21.320000,22.080000,22.080000,15333200
2021-11-26,20.700001,20.990000,19.250000,20.150000,20.150000,40797900
2021-11-29,21.040001,21.459999,20.600000,20.840000,20.840000,20807000
2021-11-30,20.480000,20.940001,19.469999,20.290001,20.290001,22946900
2021-12-01,20.850000,21.540001,20.209999,20.309999,20.309999,21470000
2021-12-02,20.500000,21.059999,19.510000,20.959999,20.959999,23189400
2021-12-03,21.530001,22.040001,21.030001,21.209999,21.209999,20480300
2021-12-06,21.820000,21.990000,21.360001,21.610001,21.610001,15460500
2021-12-07,22.160000,22.900000,21.850000,21.930000,21.930000,25664300
2021-12-08,21.930000,22.020000,20.820000,20.969999,20.969999,23019000
2021-12-09,20.690001,21.129999,20.440001,20.740000,20.740000,9890700
2021-12-10,21.059999,21.190001,20.420000,20.700001,20.700001,11543600
2021-12-13,20.740000,21.320000,20.150000,20.389999,20.389999,15335400
2021-12-14,20.430000,20.650000,19.600000,19.700001,19.700001,11967200
2021-12-15,19.680000,19.940001,18.980000,19.900000,19.900000,15115200
2021-12-16,20.309999,20.580000,19.350000,20.020000,20.020000,18663200
2021-12-17,19.450001,20.469999,19.330000,20.299999,20.299999,16812300
2021-12-20,19.530001,19.549999,18.750000,19.110001,19.110001,20435600
2021-12-21,19.350000,19.790001,19.080000,19.629999,19.629999,14967300
2021-12-22,19.680000,20.270000,19.559999,19.870001,19.870001,13905900
2021-12-23,19.870001,20.330000,19.520000,19.700001,19.700001,16281700
2021-12-27,19.530001,20.730000,19.520000,20.660000,20.660000,13362600
2021-12-28,20.799999,21.440001,20.020000,20.049999,20.049999,15416400
2021-12-29,20.100000,20.330000,19.879999,20.049999,20.049999,12782200
2021-12-30,19.959999,20.850000,19.959999,20.670000,20.670000,13263500
2022-01-03,20.660000,21.170000,20.290001,20.290001,20.290001,14270600
2022-01-04,20.510000,20.850000,20.030001,20.719999,20.719999,16381400
2022-01-05,20.600000,20.639999,18.490000,18.490000,18.490000,34448300
2022-01-06,19.010000,19.440001,18.680000,18.959999,18.959999,25192400
2022-01-07,19.080000,20.280001,18.840000,19.820000,19.820000,23662200
2022-01-10,19.559999,20.450001,19.219999,20.139999,20.139999,17145600
2022-01-11,20.209999,21.350000,20.209999,21.200001,21.200001,19571200
2022-01-12,21.250000,21.639999,20.990000,21.360001,21.360001,21902200
2022-01-13,21.180000,22.610001,21.180000,22.020000,22.020000,24551100
2022-01-14,22.270000,23.049999,22.059999,22.900000,22.900000,22416200
2022-01-17,22.900000,23.340000,22.440001,22.820000,22.820000,13791100
2022-01-18,23.040001,24.070000,23.000000,23.920000,23.920000,30734700
2022-01-19,24.340000,24.570000,23.719999,23.990000,23.990000,20666900
2022-01-20,23.799999,24.350000,23.410000,24.200001,24.200001,20671900
2022-01-21,23.600000,23.920000,23.120001,23.600000,23.600000,26274300
2022-01-24,23.490000,23.750000,22.900000,23.170000,23.170000,21415500
2022-01-25,23.120001,24.090000,22.950001,23.879999,23.879999,22327300
2022-01-26,24.600000,24.900000,23.450001,23.590000,23.590000,22535400
2022-01-27,24.000000,24.459999,23.379999,23.809999,23.809999,23573400
2022-01-28,23.850000,24.270000,23.250000,23.840000,23.840000,16692100
2022-01-31,23.950001,24.020000,23.379999,23.920000,23.920000,18053400
2022-02-01,23.889999,23.940001,23.160000,23.740000,23.740000,15270700
2022-02-02,23.940001,24.420000,22.580000,23.030001,23.030001,18258300
2022-02-03,22.900000,23.150000,22.209999,22.740000,22.740000,15208900
2022-02-04,23.150000,24.410000,23.080000,24.410000,24.410000,30590600
2022-02-07,24.330000,24.799999,23.950001,24.170000,24.170000,15937700
2022-02-08,23.740000,23.950001,23.299999,23.870001,23.870001,15059700
2022-02-09,23.950001,24.950001,23.950001,24.500000,24.500000,14349300
2022-02-10,24.790001,25.520000,24.719999,24.750000,24.750000,29332000
2022-02-11,25.209999,26.100000,24.940001,25.799999,25.799999,26983500
2022-02-14,25.799999,26.500000,25.520000,26.500000,26.500000,22817700
2022-02-15,25.719999,26.080000,25.350000,25.750000,25.750000,25787500
2022-02-16,26.510000,26.629999,25.000000,25.240000,25.240000,25381100
2022-02-17,25.110001,25.340000,24.650000,24.889999,24.889999,21583200
2022-02-18,24.620001,24.830000,24.290001,24.379999,24.379999,12894200
2022-02-21,24.559999,25.459999,24.440001,25.270000,25.270000,13347100
2022-02-22,26.100000,26.219999,24.360001,24.540001,24.540001,26967500
2022-02-23,24.639999,25.629999,24.549999,24.889999,24.889999,21815900
2022-02-24,25.690001,26.190001,24.559999,24.860001,24.860001,28422700
2022-02-25,24.850000,26.000000,24.660000,25.820000,25.820000,102389800
2022-03-02,28.000000,28.750000,27.379999,28.150000,28.150000,31825500
2022-03-03,28.440001,28.950001,27.139999,28.459999,28.459999,31308700
2022-03-04,28.520000,28.700001,27.680000,28.200001,28.200001,23708000
2022-03-07,28.790001,28.950001,26.670000,27.549999,27.549999,32923300
2022-03-08,27.820000,29.690001,26.959999,27.940001,27.940001,43029100
2022-03-09,27.760000,27.900000,25.469999,26.139999,26.139999,49405200
2022-03-10,27.070000,27.309999,25.370001,25.820000,25.820000,27726800
2022-03-11,25.780001,26.260000,24.500000,24.910000,24.910000,22578800
2022-03-14,24.250000,24.870001,23.230000,23.559999,23.559999,22553700
2022-03-15,22.900000,23.799999,22.250000,23.709999,23.709999,22333200
2022-03-16,24.030001,24.430000,22.830000,23.160000,23.160000,21932100
2022-03-17,23.830000,25.049999,23.580000,25.049999,25.049999,24670700
2022-03-18,24.990000,25.910000,24.580000,25.910000,25.910000,18068200
2022-03-21,26.500000,26.740000,26.110001,26.170000,26.170000,13294900
2022-03-22,26.230000,26.559999,25.830000,26.559999,26.559999,12545000
2022-03-23,26.870001,27.900000,26.790001,27.340000,27.340000,22809600
2022-03-24,27.200001,27.590000,25.820000,26.110001,26.110001,16438900
2022-03-25,25.740000,25.950001,24.799999,25.230000,25.230000,26053700
2022-03-28,24.360001,25.240000,23.920000,25.030001,25.030001,18487700
2022-03-29,24.500000,25.400000,24.150000,25.240000,25.240000,21831600
2022-03-30,25.670000,25.900000,25.059999,25.080000,25.080000,12960600
2022-03-31,24.610001,25.370001,23.809999,23.809999,23.809999,27312400
2022-04-01,24.100000,24.540001,23.750000,24.490000,24.490000,17889300
2022-04-04,24.850000,24.940001,24.270000,24.360001,24.360001,11466600
2022-04-05,24.549999,24.969999,24.000000,24.049999,24.049999,12031000
2022-04-06,24.080000,24.250000,23.049999,23.549999,23.549999,43352100
2022-04-07,23.650000,23.730000,23.170000,23.559999,23.559999,17227000
2022-04-08,23.520000,23.799999,22.760000,23.580000,23.580000,13144700
2022-04-11,22.940001,23.889999,22.900000,23.350000,23.350000,11767900
2022-04-12,23.870001,24.290001,23.700001,23.750000,23.750000,11261500
2022-04-13,24.080000,24.459999,23.600000,24.340000,24.340000,15525700
2022-04-14,24.090000,24.940001,23.830000,24.900000,24.900000,13382900
2022-04-18,24.990000,25.200001,24.530001,24.840000,24.840000,11295400
2022-04-19,24.540001,25.270000,24.440001,24.660000,24.660000,10636400
2022-04-20,24.730000,25.840000,24.040001,25.700001,25.700001,20508600
2022-04-22,25.129999,25.490000,24.200001,24.480000,24.480000,18748000
2022-04-25,23.600000,24.900000,23.379999,24.700001,24.700001,17397000
2022-04-26,24.700001,25.500000,24.540001,25.309999,25.309999,21181900
2022-04-27,25.379999,25.660000,25.070000,25.590000,25.590000,15392800
2022-04-28,26.490000,26.590000,24.549999,26.280001,26.280001,41121000
2022-04-29,26.549999,28.100000,26.530001,26.700001,26.700001,44551400
2022-05-02,26.400000,26.660000,24.920000,25.150000,25.150000,22070100
2022-05-03,25.129999,25.889999,24.650000,25.830000,25.830000,13087100
2022-05-04,26.110001,27.490000,25.910000,27.330000,27.330000,21482700
2022-05-05,27.590000,27.770000,26.250000,26.549999,26.549999,17215700
2022-05-06,26.400000,26.950001,26.190001,26.500000,26.500000,12091400
2022-05-09,25.879999,26.389999,24.110001,24.219999,24.219999,22335500
2022-05-10,24.450001,24.920000,24.160000,24.270000,24.270000,9652100
2022-05-11,24.930000,26.049999,24.900000,25.490000,25.490000,15320700
2022-05-12,25.110001,26.200001,24.820000,26.139999,26.139999,16520000
2022-05-13,26.700001,27.680000,26.350000,27.090000,27.090000,18102300
2022-05-16,27.110001,27.299999,26.830000,27.059999,27.059999,13146200
2022-05-17,27.459999,27.610001,26.280001,26.520000,26.520000,20473800
2022-05-18,26.549999,26.860001,24.639999,25.180000,25.180000,24361300
2022-05-19,24.950001,25.530001,24.340000,24.870001,24.870001,19944700
2022-05-20,25.309999,25.750000,24.950001,25.480000,25.480000,27471100
2022-05-23,25.750000,26.379999,25.740000,26.170000,26.170000,15612800
2022-05-24,25.840000,27.240000,25.709999,27.190001,27.190001,20346000
2022-05-25,27.100000,27.660000,26.920000,27.469999,27.469999,10017700
2022-05-26,27.610001,28.490000,27.549999,27.980000,27.980000,16752800
2022-05-27,27.850000,28.889999,27.850000,28.719999,28.719999,17928800
2022-05-30,29.030001,29.480000,28.100000,28.260000,28.260000,15785100
2022-05-31,28.879999,29.110001,27.700001,27.990000,27.990000,25326600
2022-06-01,27.910000,28.639999,27.639999,28.150000,28.150000,15012100
2022-06-02,27.889999,28.940001,27.830000,28.700001,28.700001,15264800
2022-06-03,28.650000,28.760000,27.790001,27.809999,27.809999,13951400
2022-06-06,28.100000,28.240000,26.959999,27.059999,27.059999,10723700
2022-06-07,26.879999,27.570000,26.809999,27.309999,27.309999,9143000
2022-06-08,27.330000,28.049999,27.219999,27.799999,27.799999,11899300
2022-06-09,27.750000,28.100000,27.020000,27.219999,27.219999,16146100
2022-06-10,26.879999,27.410000,26.670000,27.100000,27.100000,13727200
2022-06-13,26.500000,26.730000,25.400000,26.030001,26.030001,17146200
2022-06-14,26.389999,26.820000,25.379999,25.639999,25.639999,16120700
2022-06-15,26.010000,26.299999,24.920000,25.260000,25.260000,14736500
2022-06-17,25.000000,25.120001,22.820000,23.040001,23.040001,38939600
2022-06-20,22.900000,23.840000,21.670000,22.840000,22.840000,30450600
2022-06-21,23.400000,23.770000,22.670000,22.730000,22.730000,16044000
2022-06-22,21.530001,21.940001,21.219999,21.270000,21.270000,24440400
2022-06-23,21.420000,21.870001,20.270000,20.469999,20.469999,26042200
2022-06-24,20.950001,21.830000,20.469999,21.530001,21.530001,20368300
2022-06-27,21.809999,22.860001,21.809999,22.670000,22.670000,17975200
2022-06-28,23.469999,23.549999,22.420000,22.660000,22.660000,22315900
2022-06-29,22.910000,23.379999,21.980000,22.469999,22.469999,20448900
2022-06-30,21.900000,22.330000,21.540001,21.990000,21.990000,31357100
2022-07-01,22.219999,22.490000,21.580000,22.100000,22.100000,14683300
2022-07-04,22.299999,22.910000,22.219999,22.790001,22.790001,8989400
2022-07-05,22.590000,22.590000,21.049999,21.170000,21.170000,21581500
2022-07-06,21.340000,21.450001,20.049999,20.889999,20.889999,21766200
2022-07-07,21.500000,21.910000,21.170000,21.219999,21.219999,21927700
2022-07-08,21.350000,21.969999,21.260000,21.760000,21.760000,11212400
2022-07-11,21.299999,21.980000,21.049999,21.920000,21.920000,13747200
2022-07-12,22.260000,22.520000,21.809999,22.240000,22.240000,25122600
2022-07-13,22.040001,22.129999,21.500000,21.590000,21.590000,17776700
2022-07-14,21.309999,21.309999,20.020000,20.760000,20.760000,29221700
2022-07-15,21.430000,21.520000,20.700001,20.700001,20.700001,19526400
2022-07-18,21.240000,22.360001,21.240000,22.090000,22.090000,18982900
2022-07-19,21.959999,22.500000,21.650000,22.360001,22.360001,14858300
2022-07-20,22.049999,22.450001,22.049999,22.260000,22.260000,8829000
2022-07-21,21.840000,22.910000,21.559999,22.840000,22.840000,17698300
2022-07-22,22.820000,23.340000,22.600000,22.670000,22.670000,10019100
2022-07-25,23.000000,23.830000,22.900000,23.610001,23.610001,12982200
2022-07-26,23.910000,24.100000,23.260000,23.740000,23.740000,12610200
2022-07-27,23.959999,23.980000,22.900000,23.690001,23.690001,21313200
2022-07-28,23.900000,24.139999,23.240000,23.790001,23.790001,12160600
2022-07-29,24.020000,24.530001,23.860001,24.219999,24.219999,16327300
2022-08-01,23.750000,23.780001,22.930000,23.370001,23.370001,13544400
2022-08-02,23.330000,23.910000,23.280001,23.389999,23.389999,12047800
2022-08-03,23.629999,23.809999,23.160000,23.760000,23.760000,14747700
2022-08-04,24.389999,24.410000,23.270000,23.350000,23.350000,21549200
2022-08-05,23.260000,24.500000,22.910000,24.070000,24.070000,17246700
2022-08-08,24.040001,24.980000,23.850000,24.650000,24.650000,17511200
2022-08-09,25.000000,25.290001,24.660000,25.049999,25.049999,14000800
2022-08-10,25.270000,25.360001,24.540001,24.799999,24.799999,12328200
2022-08-11,25.150000,25.770000,25.100000,25.360001,25.360001,13333400
2022-08-12,25.230000,25.889999,25.230000,25.870001,25.870001,9901500
2022-08-15,24.950001,25.540001,24.709999,25.330000,25.330000,12040300
2022-08-16,24.820000,24.900000,24.170000,24.320000,24.320000,15768200
2022-08-17,24.209999,24.639999,23.910000,24.340000,24.340000,15753700
2022-08-18,24.690001,25.049999,24.459999,24.639999,24.639999,9881300
2022-08-19,24.400000,24.780001,23.840000,23.969999,23.969999,14198900
2022-08-22,23.840000,23.879999,22.969999,23.420000,23.420000,17384200
2022-08-23,23.620001,25.209999,23.559999,25.110001,25.110001,18791600
2022-08-24,24.889999,26.250000,24.840000,25.980000,25.980000,17840600
2022-08-25,26.200001,26.450001,25.740000,26.389999,26.389999,13930000
2022-08-26,26.480000,26.690001,26.100000,26.559999,26.559999,9020200
2022-08-29,26.549999,28.040001,26.440001,27.230000,27.230000,17733800
2022-08-30,26.870001,27.389999,26.309999,26.870001,26.870001,15473700
2022-08-31,26.490000,27.430000,26.200001,27.309999,27.309999,16003600
2022-09-01,27.250000,27.270000,26.799999,27.200001,27.200001,11493000
2022-09-02,28.180000,29.350000,27.600000,27.750000,27.750000,24420500
2022-09-05,28.590000,29.770000,28.510000,29.540001,29.540001,24967700
2022-09-06,28.900000,29.450001,28.620001,28.719999,28.719999,15255300
2022-09-08,28.299999,28.430000,27.080000,27.549999,27.549999,25474300
2022-09-09,27.910000,28.180000,27.459999,28.049999,28.049999,17148400
2022-09-12,28.459999,28.830000,27.430000,27.600000,27.600000,14254400
2022-09-13,27.150000,27.850000,26.940001,27.030001,27.030001,13945300
2022-09-14,27.000000,28.410000,26.910000,28.410000,28.410000,13704500
2022-09-15,28.049999,28.270000,27.330000,27.700001,27.700001,10301800
2022-09-16,27.600000,28.090000,27.290001,28.020000,28.020000,12828900
2022-09-19,27.400000,28.280001,27.340000,28.080000,28.080000,11661000
2022-09-20,28.160000,28.410000,27.959999,28.330000,28.330000,6985500
2022-09-21,28.700001,28.840000,28.280001,28.530001,28.530001,9972600
2022-09-22,28.850000,29.660000,28.420000,29.549999,29.549999,12783100
2022-09-23,28.780001,29.080000,27.430000,28.120001,28.120001,22117400
2022-09-26,28.120001,28.120001,28.120001,28.120001,28.120001,0
2022-09-27,27.760000,28.040001,27.110001,27.180000,27.180000,11494400
2022-09-28,27.250000,28.330000,27.070000,27.910000,27.910000,19373100
2022-09-29,27.719999,27.830000,26.830000,27.230000,27.230000,11230300
2022-09-30,27.010000,27.809999,26.809999,27.530001,27.530001,8803300
2022-10-03,28.580000,29.430000,28.500000,28.940001,28.940001,12394100
2022-10-04,29.490000,30.969999,29.440001,30.330000,30.330000,28091600
2022-10-05,30.290001,31.850000,30.090000,31.299999,31.299999,17696000
2022-10-06,31.719999,31.850000,31.170000,31.610001,31.610001,9359500
2022-10-07,31.510000,32.549999,31.400000,32.009998,32.009998,10854100
2022-10-10,32.360001,32.400002,31.230000,31.459999,31.459999,11087800
2022-10-11,31.170000,31.870001,30.930000,31.500000,31.500000,11702400
2022-10-13,31.139999,32.410000,31.030001,31.760000,31.760000,11704800
2022-10-14,31.879999,31.940001,30.760000,31.049999,31.049999,10181300
2022-10-17,31.299999,31.830000,31.150000,31.350000,31.350000,6553700
2022-10-18,31.600000,32.349998,31.559999,32.230000,32.230000,13788300
2022-10-19,32.310001,33.639999,31.959999,33.430000,33.430000,13885100
2022-10-20,33.900002,33.990002,32.799999,33.209999,33.209999,9655600
2022-10-21,33.090000,34.080002,33.090000,33.849998,33.849998,9791200
2022-10-24,33.459999,34.000000,33.110001,33.490002,33.490002,5183200
2022-10-25,33.299999,34.250000,33.110001,33.959999,33.959999,4341000